id,title,authors,disclosures,content,header,year
1398,Striking patterns emerging from long-read sequence analysis of tandem repeats.,"P. N. Valdmanis, ;, Medicine, University of Washington, Seattle, WA, USA.",P.N. Valdmanis: None.,"Thousands of tandem repeats with an internal repeat unit 20 nucleotides or more are found throughout the human genome. However, they are historically understudied because their full length exceeds that of short read sequences, making ordering of the repeats challenging if not impossible. Using long-read whole genome sequence information available from 15 individuals, we examined the internal sequence and length of over 50 tandem repeats, prioritized by those that are unique to the human genome, are within the bounds of a gene, and are markedly different in length amongst the sequenced individuals. We find several examples of these variable repeats that fall into one of three categories: 1) repeats that have identical internal repeat units, but which differ in length (by up to 20 kb) amongst individuals and geographical super-populations; 2) repeats with nucleotide substitutions at each copy of the repeat but with a defined order to these substitutions and 3) repeats with substantial diversity in both length and internal sequence of the repeat. It is the third category which opens a wealth of possibilities surrounding the evolutionary timescale of their expansion. Within the same repeat, we find instances of all three categories. For instance, VPS53 harbors a tandem repeat where 1/3 of the repeat is fixed in length but has a diverse internal sequence order, a second region that is fixed in length and internal sequence and a third segment that varies widely in length, in combinations of three repeat units and is significantly enriched in length in samples of African origin from the 1000 Genomes Project. We find other examples of repeats that have completely different distribution of internal repeat units depending on the geographical origin of the sample. Our multiplexed long-read sequence analysis of one 69 bp repeat in an intron of WDR7 in >300 individuals revealed multiple origins of the repeat that have continued to expand in a directional manner. Collectively, we are building a framework for understanding how repeats expand, how this information can be leveraged to help inform patterns of human migration, and mechanisms by which repeat expansions can lead to disease state.",Genome discoveries from long-read sequencing,2020
1399,Single-molecule genetic regulatory architectures captured by chromatin fiber sequencing,"A. Stergachis, 1, , B. M. Debo, 2, , E. Haugen, 3, , L. Churchman, 2, , J. A. Stamatoyannopoulos, 4, ;, 1, Division of Medical Genetics, University of Washington, Seattle, WA, USA,, 2, Department of Genetics, Blavatnik Institute, Harvard Medical School, Boston, MA, USA,, 3, Altius Institute for Biomedical Sciences, Seattle, WA, USA,, 4, Dept Genome Sci, University of Washington, Seattle, WA, USA.",A. Stergachis: 8. Receipt of intellectual property; Self; Andrew Stergachis holds a patent on some of the work presented in this abstract.,"Gene regulation is chiefly determined at the level of individual linear chromatin molecules, yet our current understanding of cis-regulatory architectures derives from fragmented sampling of large numbers of disparate molecules. We developed an approach for precisely stenciling the structure of individual chromatin fibers onto their composite DNA templates using non-specific DNA N 6 -adenine methyltransferases. Single-molecule long-read sequencing of chromatin stencils enabled nucleotide-resolution readout of the primary architecture of multi-kilobase chromatin fibers (Fiber-seq). Fiber-seq exposed widespread plasticity in the linear organization of individual chromatin fibers, and illuminated principles guiding regulatory DNA actuation, the coordinated actuation of neighboring regulatory elements, single-molecule nucleosome positioning, and single-molecule transcription factor occupancy. Finally, Fiber-seq enables the simultaneous mapping of both the primary genetic and epigenetic states of individual regulatory alleles - providing a unifying tool for directly analyzing the functional impact of both rare and common regulatory DNA variation. Our results open new vistas on the primary architecture of gene regulation.",Genome discoveries from long-read sequencing,2020
1402,"Integration of Alzheimer's disease genetics, myeloid cell genomics and gene regulatory networks reveals novel disease risk mechanisms.","G. Novikova, 1, , M. Kapoor, 1, , J. Tcw, 1, , E. M. Abud, 2, , A. Pimenova, 1, , A. G. Efthymiou, 1, , S. Chen, 3, , H. Cheng, 4, , J. F. Fullard, 4, , J. Bendl, 4, , P. Roussos, 4, , J. Björkegren, 4, , Y. Liu, 5, , W. W. Poon, 6, , K. Hao, 4, , E. Marcora, 1, , A. M. Goate, 1, ;, 1, Neuroscience, Icahn School of Medicine at Mount Sinai, New York, NY, USA,, 2, Department of Neurobiology & Behavior, University of California Irvine, Irvine, CA, USA,, 3, Center for Computational Biology and Bioinformatics, Indiana University, Indianapolis, IN, USA,, 4, Department of Genetics and Genomic Sciences, Icahn School of Medicine at Mount Sinai, New York, NY, USA,, 5, Department of Medical and Molecular Genetics, Indiana University School of Medicine, Indianapolis, IN, USA,, 6, Institute for Memory Impairments and Neurological Disorders, University of California Irvine, Irvine, CA, USA.",G. Novikova: None.,"Genome-wide association studies (GWAS) have identified more than 40 loci associated with Alzheimer’s disease (AD), but the causal variants, regulatory elements and genes remain largely unknown, impeding a mechanistic understanding of AD pathogenesis. Previously, we showed that AD risk alleles are enriched in myeloid-specific epigenomic annotations. Here, we show that they are specifically enriched in active enhancers of monocytes, macrophages and microglia. To identify targets of these active enhancers, we utilized two complementary approaches. First, we integrated AD GWAS with myeloid epigenomic, chromatin interactions and expression quantitative trait loci (eQTL) datasets to identify putative functional links between active enhancers and their target genes. Second, we used a Mendelian Randomization framework to identify putative causal relationships between activity at myeloid enhancers, target gene expression regulation and AD risk modification. Using these approaches, we identify AD risk enhancers and nominate candidate causal genes among their likely targets (including AP4E1 , AP4M1 , APBB3 , BIN1 , MS4A4A , MS4A6A , PILRA , RABEP1 , SPI1 , TP53INP1 , and ZYX ) in twenty loci. Fine-mapping of these enhancers nominates candidate functional variants that likely modify AD risk by regulating gene expression in myeloid cells. In the MS4A locus we identified a single candidate functional variant and validated it in human induced pluripotent stem cell (hiPSC)-derived microglia and brain. Importantly, we highlight the coalescence of candidate causal genes in the endolysosomal system of myeloid cells and underscore its importance in the etiology of AD. To investigate the downstream effects of AD risk genes on myeloid cell biology, we constructed gene regulatory networks using macrophage and microglia single-cell expression data to identify likely downstream targets of AD risk genes. Multiple AD risk genes identified through our integrative approach are transcription factors. The predicted targets of SPI1 , a myeloid lineage-determining transcription factor and an AD risk gene, were enriched in lysosomal and endosomal cellular components in both mouse and human networks, highlighting the likely dysregulation of this pathway by AD risk variants affecting SPI1 expression in myeloid cells. We validate these putative targets in Spi1 knockdown and overexpression experiments in BV2 microglia. Taken together, this study explores the links between AD risk variants, myeloid enhancer activity, gene expression and subsequent network-level dysregulations that likely contribute to AD risk modification.",Molecular Insights into Risk Factors and Mechanisms of Alzheimer Disease,2020
1403,Increased APOE4 expression is associated with reactive A1 astrocytes and may confer the difference in Alzheimer Disease risk from different ancestral backgrounds.,"K. Celis, 1, , A. J. Griswold, 2, , P. L. Bussies, 3, , F. Rajabli, 4, , P. Whitehead, 1, , K. L. Hamilton-Nelson, 5, , G. W. Beecham, 6, , D. M. Dykxhoorn, 7, , K. Nuytemans, 8, , L. Wang, 1, , O. Gardner, 5, , D. Dorfsman, 9, , E. Bigio, 1, , M.-M. Mesulam, 10, , S. Weintraub, 10, , C. Geula, 10, , M. Gearing, 11, , E. M. McGrath-Martinez, 12, , C. L. Dalgard, 13, , W. K. Scott, 9, , J. L. Haines, 14, , M. A. Pericak-Vance, 8, , J. Young, 7, , J. M. Vance, 15, ;, 1, Genetics (HIHG), University of Miami, Miami, FL, USA,, 2, John P. Hussman Institute for Human Genomics, University of Miami, Miami, FL, USA,, 3, University of Miami Miller School of Medicine, Miami, FL, USA,, 4, HIHG, University of Miami, Miami, FL, USA,, 5, Human Genomics, University of Miami Miller School of Medicine, Miami, FL, USA,, 6, Dr. John T. Macdonald Foundation Dept. of Human Genetics, Hussman Inst.for Human, University of Miami, Miami, FL, USA,, 7, Hussman Institute for Human Genomics, University of Miami, Miami, FL, USA,, 8, Miami, FL, USA,, 9, Human Genetics, University of Miami, Miami, FL, USA,, 10, Northwestern University, Chicago, IL, USA,, 11, Emory University, atlanta, GA, USA,, 12, Anatomy, Physiology, and Genetics, The American Genome Center, USUHS, Kensington, MD, USA,, 13, Anatomy Physiology & Genetics, USUHS / HJF, Bethesda, MD, USA,, 14, Population & Quantitative Health Sciences, Case Western Reserve Univ, Cleveland, OH, USA,, 15, Dr. John T. Macdonald Foundation Department of Human Genetics, University of Miami, Miami, FL, USA.",K. Celis: None.,"Background: APOEε4 is the strongest genetic risk factor for late-onset Alzheimer Disease. African local genomic ancestry (LA) surrounding the APOEε4 allele has been associated with the decreased risk for AD relative to European LA (Rajabli et al 2018). As no coding differences in APOEε4 have been observed, we hypothesized that differences in the expression of genes lying in the LA could be contributing to the reduced risk. Identifying the cause of this protective effect in AA could lead to therapeutic intervention for carriers of APOEε4, lowering their risk. Methods: The LA region was defined as one megabase on either side of the APOE gene. Single nucleus RNA sequencing (snRNA-seq) was performed on frozen frontal cortex from four APOEε4 homozygote AD patients with only African LA and four APOEε4 homozygote AD patients with only European LA. SnRNA-seq performed on the 10X Chromium platform was analyzed using the Seurat pipeline to identify potential differences in expression between the ancestries. Results: Overall, 42,870 nuclei were sequenced at a median depth of ~131,000 reads per cell. We detected on average ~1900 genes per nucleus. APOEε4 carriers with European LA had significantly more APOEε4 expressed than African LA carriers across all nuclei (p< 1.8E -313 , FC = -1.61) and this differential expression was seen in 40 % of the snRNA-seq clusters. While most clusters had similar cell proportions between the two LA, astrocyte cluster 6 was distinctly different, as most of the cells in this cluster were from the European LA brains, i.e. proportionately 11-fold more European LA nuclei were present in cluster 6 than from African LA. Further, cluster 6 had the second highest differential expression of APOEε4 (FC= -1.88) of any cluster, with the highest in the microglial cluster 19 (FC= -2.09). Examination of the transcriptional profile of cluster 6 was compatible with it being a cluster of reactive A1 astrocytes. Further, cluster 19 had differentially expressed genes known as activated microglia markers. Conclusions: Reactive type A1 astrocytes are known to be damaging to neurons and have been previously described in NHW AD brains. The relative absence of reactive A1 astrocytes in the African LA brains along with the overall increased APOEε4 expression in the European LA brains, and in cluster 6 in particular, suggest that the increased APOEε4 expression maybe correlated with an increase in reactive A1 astrocytes in the European LA APOEε4 carriers, increasing their risk for AD.",Molecular Insights into Risk Factors and Mechanisms of Alzheimer Disease,2020
1404,Cell-type-specific and sex-dependent changes in the chromatin accessibility landscape affect gene dysregulation in late-onset Alzheimer’s disease brains,"O. Chiba-Falek, 1, , J. A. Barrera, 1, , L. Song, 2, , M. E. Garrett, 3, , J. Gamache, 1, , A. Safi, 2, , Y. Yun, 1, , D. Chipman, 1, , A. E. Ashley-Koch, 3, , G. E. Crawford, 2, ;, 1, Neurology, Duke University, Durham, NC, USA,, 2, Pediatrics, Duke University, Durham, NC, USA,, 3, Duke Molecular Physiology Institute, Duke University, Durham, NC, USA.",O. Chiba-Falek: None.,"Decoding the genetic mechanisms of late-onset Alzheimer’s disease (LOAD) is a major challenge in the post-GWAS era, since the majority of the LOAD associated SNPs are in noncoding regions. Noncoding disease-associated loci have been shown to be enriched for regulatory elements in tissues and cells relevant to the disease. Thus, post-GWAS research requires an in-depth characterization of cell-type-specific DNA regulatory elements and gene expression patterns. We conducted ATAC-seq profiling using NeuN sorted-nuclei from 40 frozen brain tissues to determine LOAD-specific changes in chromatin accessibility landscape in a cell-type specific manner. We complemented these experiments by generating single-nuclei(sn)RNA-seq data from a subset group of the same brain samples. Our study has five major findings advancing the field of LOAD genetics. First, we generated a map of LOAD-associated cell-type specific chromatin accessibility sites. Second, we identified 211 LOAD-specific differential chromatin accessibility sites in neuronal-nuclei. Third, we provided a catalogue of 842 female-specific disease-associated chromatin accessibility sites in non-neuronal cells. Forth, we showed that the LOAD-associated cell-type-specific changes in chromatin accessibility overlapped with ~25% of the LOAD-GWAS regions. Thus, suggesting a noncoding regulatory mechanism, namely chromatin accessibility, by which several LOAD-GWAS loci may exert their pathogenic effect. Fifth, we functionally validated the ATAC-seq findings using snRNA-seq datasets. Data integration identified overlaps between the LOAD-specific ATAC-seq signals with the transcriptome profiles of known and new LOAD loci and demonstrated that LOAD-associated changes in chromatin accessibility can result in gene dysregulation. To our knowledge, this study represents the first and most comprehensive systematic interrogation of the chromatin accessibility landscape in LOAD and the functional effect on gene dysregulation. Moreover, the outcomes unveiled how cell-type-specific and sex-dependent alterations in chromatin structure and transcription programs are associated with LOAD. These findings enhance the interpretation of LOAD-GWAS discoveries towards translating association to causation, provide potential pathomechanisms, and suggest novel LOAD-loci. Furthermore, our results convey mechanistic insights into sex differences in LOAD risk and clinicopathology.",Molecular Insights into Risk Factors and Mechanisms of Alzheimer Disease,2020
1405,Functional analysis of depression risk variants in the human brain and their impact on Alzheimer's disease,"N. V. Harerimana, 1, , E. S. Gerasimov, 1, , Y. Liu, 1, , D. M. Duong, 2, , J. J. Lah, 1, , D. A. Bennett, 3, , P. Bolye, 3, , J. A. Schneider, 3, , A. J. Level, 1, , N. T. Seyfried, 2, , T. S. Wingo, 1, ,4, , A. P. Wingo, 5, ,6, ;, 1, Department of Neurology, Emory University, Atlanta, GA, USA,, 2, Department of Biochemistry, Emory University, Atlanta, GA, USA,, 3, Rush Alzheimer’s Disease Center, Rush University, Chicago, IL, USA,, 4, Department of Human Genetics, Emory University, Atlanta, GA, USA,, 5, Psychiatry and Behavioral Science, Emory University, Altanta, GA, USA,, 6, Division of Mental Health, Atlanta VA Medical Center, Decatur, GA, USA.",N.V. Harerimana: None.,"Depression can lead to significant disability and mortality worldwide. Genome-wide association studies (GWAS) have successfully identified many single nucleotide polymorphisms (SNPs) associated with clinically significant depression. However, the functional effects of these depression risk variants remain unknown. We sought to examine whether depression-associated SNPs are correlated with mRNA expression and protein abundance in human brain tissue. To identify expression quantitative trait loci (eQTLs) and protein quantitative trait loci (pQTLs), we leverage summary statistics from eight GWAS of depression and human brain transcriptomes (N=580 subjects, 15582 genes) and proteomes (N=354 subjects, 8563 proteins) profiled from the dorsolateral prefrontal cortex (DLPFC). Among the 192 depression-associated SNPs tested, we identified 278 significant eQTL associations (at FDR p<0.05) that corresponded to 127 unique transcripts. We then characterized the detected eQTL associations into cis - versus trans -acting and found 59 proximally acting and 219 distally acting eQTLs. Likewise, we detected 12 pQTL associations corresponding to 8 unique proteins. Among them, 10 were proximally acting and 2 distally acting pQTLs. Notably, we found that 6 of the 192 depression-associated SNPs were both a brain eQTL and pQTL. Additionally, because depression is an established risk for Alzheimer's dementia, we examined the 127 brain transcripts as well as the 8 brain proteins associated with depression SNPs for traditional Alzheimer’s disease (AD) pathologies (i.e., β-amyloid plaques and neurofibrillary tangles) as well as AD syndromic clinical features (i.e., clinical diagnosis of dementia and cognitive trajectory). Among the transcripts, 24 were associated with β-amyloid, 29 with neurofibrillary tangles, 4 with clinical diagnosis of AD dementia, and 29 with cognitive trajectory at FDR < 0.05. Similarly, among the proteins, 1 was associated with β-amyloid, 1 with neurofibrillary tangles, 3 with clinical diagnosis of dementia, and 7 with cognitive trajectory at FDR < 0.05 after adjusting for sex, age at death, and study. This study identifies, for the first time, the functional effects of depression-associated SNPs using brain transcriptomes and proteomes and demonstrates plausible molecular mechanisms linking depression to AD dementia.",Molecular Insights into Risk Factors and Mechanisms of Alzheimer Disease,2020
1406,Multi-model polygenic risk scores improve Alzheimer’s disease prediction,"X. Gao, 1, ,2, ,3, , Y.-J. Li, 4, ,5, , E. R. Martin, 6, ,7, ;, 1, Department of Ophthalmology and Visual Sciences, The Ohio State University, Columbus, OH, USA,, 2, Department of Biomedical Informatics, The Ohio State University, Columbus, OH, USA,, 3, Division of Human Genetics, The Ohio State University, Columbus, OH, USA,, 4, Duke Molecular Physiology Institute, Duke University, Durham, NC, USA,, 5, Department of Biostatistics and Bioinformatics, Duke University, Durham, NC, USA,, 6, Dr. John T. Macdonald Department of Human Genetics, University of Miami Miller School of Medicine, Miami, FL, USA,, 7, John P. Hussman Institute for Human Genomics, University of Miami Miller School of Medicine, Miami, FL, USA.",X. Gao: None.,"Alzheimer’s disease (AD) is the most common late-onset neurodegenerative disease, affecting about six million individuals in the United States. At present, there is no cure for AD and early detection is crucial. Genetics play an important role in AD. Polygenetic risk/hazard scores (PRSs/PHSs) have been constructed for AD often using genome-wide association study (GWAS) summary statistics derived from either the logistic regression model for AD risk or the Cox proportional hazards survival model for age at onset of AD. In this study, we show that using an ensemble approach by aggregating genetic factors for different AD related phenotypes such as AD status and age at onset of AD, can improve AD prediction accuracy. Using the Alzheimer Disease Genetics Consortium (ADGC) GWAS dataset (n = 19,918) as the training dataset, we derived PRS-based summary statistics from multiple regression models including logistic regression, Cox proportional hazards, and linear regression. We tested the AD prediction accuracy using the UK Biobank dataset (n = 487,398) and built prediction models using XGBoost (an efficient machine learning approach). Our multi-model PRSs and machine learning approach achieved an area under the receiver operating characteristic curve (AUC) of 0.87 for predicting AD. Our results provide insights for constructing PRSs, taking advantage of the information from multiple statistical models, and building extrapolative models for the prediction of complex diseases.",Molecular Insights into Risk Factors and Mechanisms of Alzheimer Disease,2020
1407,Single-cell mosaicism analysis reveals cell-type-specific somatic mutational burden in Alzheimer’s Dementia.,"M. Kousi, 1, ,2, , C. Boix, 3, ,1, ,2, , Y. P. Park, 1, ,2, , H. Mathys, 2, ,4, ,5, , S. Sledzieski, 1, ,2, , Z. Peng, 4, ,5, , D. A. Bennett, 6, , L.-H. Tsai, 2, ,4, ,5, , M. Kellis, 1, ,2, ;, 1, MIT, Cambridge, MA, USA,, 2, Broad Institute of Harvard and MIT, Cambridge, MA, USA,, 3, EECS, MIT, Cambridge, MA, USA,, 4, Picower Institute for Learning and Memory, Cambridge, MA, USA,, 5, Department of Brain and Cognitive Sciences, MIT, Cambridge, MA, USA,, 6, Rush Alzheimer’s Disease Center, Rush University Medical Center, Chicago, IL, USA.",M. Kousi: None.,"Neurodegenerative diseases of the aging brain such as Alzheimer’s Dementia (AlzD), are generally considered to be sporadic with most individuals remaining with no molecular genetic diagnosis, though heritable forms due to mutations in specific genes have also been described. A polygenic disease model with small effect variants, a dynamic interplay between genetic background and environmental insults, or methodological inability to uncover disease-relevant variation through traditional studies, could account for this limitation. During the past decade, it has become apparent that brain somatic mosaicism, which was invisible to blood-derived genetic analyses, is more pronounced than originally anticipated. Previous seminal work in this field solely focused on the study of neurons. Here, we report the first cell-type-specific map of somatic mosaicism in AlzD, using 4,014 cells from prefrontal cortex samples of 19 AlzD and 17 non-AlzD individuals and shed light on how this landscape transforms in AlzD. We integrate full-transcript single-nucleus RNA-seq (SMART-Seq) with matched individual-level whole-genome sequencing to jointly infer mutational events and the cell-type in which they occurred. AlzD individuals show increased mutational burden, localized in excitatory neurons, oligodendrocytes, astrocytes, and disease-associated “senescent” cells. High-mutational-burden cells showed mutational enrichment and similar single-cell expression profiles in AlzD cases versus non-AlzD individuals, indicating cellular-level genotype-to-phenotype correlation. Somatic mutations are specifically enriched for known AlzD genes and implicate biologically meaningful cell-type-specific processes, including neuronal energy regulation, endocytic trafficking ( NEFM ), lipid metabolism ( CNP , CRYAB ), proteostasis ( USP34 ), cytoskeleton, and microtubule dynamics ( MACF1 ). Our work provides the first map of somatic mosaicism across the major cell-types of the human brain and through an in-depth comparison of this landscape in normotypic aged versus AlzD individuals we highlight novel putative candidates for AlzD in a cell type relevant context.",Molecular Insights into Risk Factors and Mechanisms of Alzheimer Disease,2020
1410,"Sub-genic Intolerance and the Epilepsies: A Whole Exome Sequencing Study of 12,501 Individuals with Epilepsy","J. Motelow, 1, , G. Povysil, 1, , R. S. Dhindsa, 1, , K. E. Stanley, 1, , A. S. Allen, 2, , Epi25 Collaborative, D. B. Goldstein, 1, ;, 1, Institute for Genomic Medicine, Columbia University Irving Medical Center, New York, NY, USA,, 2, Biostatistics & Bioinformatics, Duke University, Durham, NC, USA.",J. Motelow: None.,"The genetic architecture of epilepsy is marked by genetic and phenotypic heterogeneity. Both mild and severe epilepsies may derive from variants within the same genes yet an overarching explanation for the resulting phenotype of a variant is unknown. As part of the ongoing Epi25 Collaboration, we performed a whole-exome sequencing (WES) analysis of 12,501 epilepsy-affected individuals and 9,279 controls. We compared severe developmental and epileptic encephalopathies (DEEs) and two milder epilepsies, genetic generalized epilepsy (GGE) and non-acquired focal epilepsy (NAFE). Gene-level collapsing using ancestry-based clustering allowing for inclusion of broader ancestry than previously possible revealed novel associations. As demonstrated previously, gene-set analysis revealed a significant burden of ultra-rare pathogenic variants within dominant genes associated with DEE in all three epilepsies. Using the missense intolerance ratio (MTR), we show for the first time that variants in these genes found in DEE patients are in significantly more intolerant genic sub-regions than those in NAFE patients and trending toward different when compared to those in GGE patients. We then used our dataset to examine the burden of ClinVar pathogenic/likely-pathogenic variants in our large epilepsy cohort. Surprisingly, only ultra-rare mutations showed a significant burden when compared to controls. As in our Epi25 data, ultra-rare ClinVar variants associated with DEE were located in more intolerant genic sub-regions than variants associated with non-DEE epilepsies. We then assessed if additional in silico filters would provide better discrimination between cases and controls. Sub-genic intolerance filtering with MTR provided more information than REVEL filtering while ClinVar Review Status did. Finally, burden analysis in non-OMIM genes revealed a significant burden in the most intolerant decile by loss-of-function observed/expected upper bound fraction (LOEUF). Taken together, our study suggests that while multiple epilepsies may be caused by dysfunction in a shared set of genes, the severity of the epilepsy may be determined, in part, by the severity of the variant dictated by its location within the more intolerant regions of the gene. Furthermore, sub-genic intolerance may help distinguish variants causing different epilepsy phenotypes and may provide additional diagnostic utility along with the discovery of the remaining genes associated with epilepsy.",Insights from Pediatric and Rare Disease Cohorts,2020
1411,Return of individual genetic results in the largest recontactable cohort of individuals with autism.,"J. Wright, 1, , S. Ganesan, 1, , J. B. Hall, 1, , B. Han, 1, , C. Diggins, 1, , T. Greene, 1, , S. Barns, 1, , The SPARK Consortium, N. Volfovsky, 1, , P. Feliciano, 1, , W. K. Chung, 2, ;, 1, Simons Foundation, New York, NY, USA,, 2, Div Molec Gen, Columbia Univ, New York, NY, USA.",J. Wright: None.,"SPARK (SPARKforAutism.org) is a large genetic study of autism spectrum disorder (ASD) that returns ACMG likely pathogenic (LP) and pathogenic (P) variants from a pre-defined list of 156 high-confidence ASD genes and 22 CNVs. We have identified 650 returnable results in 9,590 participants with autism (7%). Another 1% of participants have a probable variant that does not yet meet LP/P criteria. Including self-reported data, roughly 10% of SPARK participants have a genetic diagnosis. Half of participants with results are from simplex families, over a quarter are from multiplex families and the remainder are unknown. 78% of confirmed results occurred de novo , 8% were inherited from a parent, 6% were recessive and 14% were undetermined. 65% of the transmitting parents are mothers who passed down the variant, predominantly, to sons with autism (male (M):female (F) ratio 7.5:1). None of the parents who transmitted a result to their child with autism have an autism diagnosis themselves. However, 14% of transmitting mothers and 22% of fathers report a related neuropsychiatric feature, such as bipolar disorder or schizophrenia. Overall, 9% of parents without ASD have at least one of these features. The M:F ratio in individuals with results is 2.7:1, compared with an overall cohort ratio of 3.8:1. 63% have cognitive delay and 11% have seizures, compared with 44% and 5%, respectively, in the cohort. By contrast, only 10% of people with a result endorsed attention deficit hyperactivity disorder, and 4% were born prematurely, compared with 32% and 10% overall. 11% of participants with a result report advanced cognitive ability (IQ > 110 or cognitive ability significantly above age level) compared with 22% overall. The results show significant heterogeneity, with no one gene or locus accounting for more than 2% of results returned. The most common genes with mutations were GIGYF1 , SHANK3 and SCN2A , and the most recurrent CNV was a duplication of 16p11.2. 85% of families chose to receive the result from a SPARK-provided genetic counselor or investigator rather than their own medical provider. Reports from the genetic counselors indicate that 94% of participants found the return to be a “positive” experience, 4% were “indifferent,” and 2% provided no feedback. Qualitatively, most families are enthusiastic to receive their genetic diagnosis and are interested in participating in genetics research. Large-scale return of individual genetic results is feasible and is an important step toward genotype-driven clinical research and improving treatments. However, no one protocol accounts for all situations and constant modification is necessary.",Insights from Pediatric and Rare Disease Cohorts,2020
1412,Developmental gene expression identifies novel essential human genes.,"M. Penon Portmann, 1, , J. Chang, 2, , D. Blair, 3, , H. Cakmak, 4, , A. Rajkovic, 5, , J. T. Shieh, 6, ;, 1, Pediatrics, University of California San Francisco, San Francisco, CA, USA,, 2, University of California San Francisco, CA, USA,, 3, Medical Genetics, University of California, San Francisco, Corte Madera, CA, USA,, 4, Obstetrics, Gynecology and Reproductive Sciences, University of California San Francisco, San Francisco, CA, USA,, 5, Pathology, OB/GYN & Reproductive Sciences, University of California San Francisco, San Francisco, CA, USA,, 6, San Francisco, CA, USA.",M. Penon Portmann: None.,"Essential genes are critical for the survival of an organism. Their disruption may lead to early lethality, pregnancy loss or severe disease. Despite advances in diagnostics, poor pregnancy outcomes remain unexplained in at least 30% of cases. Current methods to predict genes that underlie severe phenotypes include knockout model organisms, gene disruption in cell lines, and variation intolerance metrics. Even with existing methods, human lethal genes could be missed due to interspecies differences or a lack of characterization. We hypothesized that gene expression patterns during early human development can predict essential genes and identify novel candidates. To test our hypothesis, we analyzed global gene expression in all stages of early human development (1-cell to the blastocyst). We examined gene expression compared to metrics that predict essential genes including all 4049 current murine knockout phenotypes, genome-wide evolutionary gene conservation and human genic intolerance. Resulting genes were examined in 1082 trios with exome sequencing to assess variant frequencies in different populations. We found that currently established human essential genes and orthologs of murine essential genes demonstrated higher gene expression in all developmental stages compared to non-essential genes (Wilcoxon rank rum test, p<8.5e-10), indicating that higher expression early in development correlates with essentiality. In addition, we assessed 1438 unique gene candidates with the highest human embryonic expression (top 5%). Of these highly expressed genes, only 323 (22%) have a known human phenotype and surprisingly 1115 (78%) have not yet been associated with human disease and are novel candidates. The majority of highly expressed genes also concurred with other prediction metrics, further supporting their essentiality. Examining patterns of early developmental gene expression, we noted that genes increasing expression were more likely to be essential (Fisher’s test, p<2.4e-6), suggesting an importance in evaluating dynamic temporal expression as a separate metric. By querying trio data for carrier status for our lead essential genes, we found that loss-of-function variants were low or absent, further supporting negative selection. We conclude that early gene expression can be used to prioritize genes that still lack a Mendelian phenotype. Human gene expression is readily available and may identify additional highly conserved processes vital in development. Given the plethora of novel variants that arise with genomic data, essentiality metrics are indispensable to assist in variant prioritization and a broader discovery process.",Insights from Pediatric and Rare Disease Cohorts,2020
